CASEID,sharkbite,hunt_fish,scientists,education,ideology,urbanrural
235318,0,0,70,5,6,suburb
235325,0,0,50,3,4,small town
235349,0,0,50,3,,small town
235356,0,1,50,6,,suburb
235363,0,0,100,7,2,city
235387,0,0,100,3,2,suburb
235394,0,1,85,5,4,city
235400,0,0,100,7,1,city
235417,0,0,100,6,2,suburb
235462,0,0,60,5,5,small town
235479,0,0,100,7,2,city
235486,0,0,70,3,6,small town
235493,0,1,100,2,4,rural
235509,0,0,50,2,7,rural
235516,0,1,80,6,7,suburb
235523,0,0,60,2,6,city
235530,0,0,100,6,2,city
235547,0,0,85,3,4,city
235554,0,1,85,4,4,city
235561,0,0,100,6,3,suburb
235578,0,0,70,7,4,rural
235585,0,0,100,4,4,suburb
235608,0,1,85,5,6,suburb
235615,0,1,100,8,1,suburb
235622,0,0,60,6,6,rural
235653,0,0,100,2,3,rural
235660,0,0,60,5,4,suburb
235677,0,0,100,6,5,small town
235684,0,0,70,7,,city
235691,0,0,100,6,4,city
235707,0,0,70,1,7,city
235714,0,0,50,3,7,rural
235721,0,0,100,7,2,small town
235738,,,,3,3,
235752,0,0,85,2,4,suburb
235769,0,0,70,5,6,city
235783,0,0,100,6,4,suburb
235790,0,0,100,6,3,rural
235806,,,,6,6,
235820,0,0,60,4,,small town
235837,0,0,85,1,3,city
235868,0,1,70,2,1,suburb
235875,0,1,80,6,4,suburb
235899,0,0,85,4,,rural
235905,0,0,100,7,2,suburb
235912,0,0,85,7,4,suburb
235929,0,1,70,6,,suburb
235936,0,1,90,2,4,city
235943,0,0,85,6,6,suburb
235974,0,0,100,4,6,small town
235981,0,1,85,8,4,rural
235998,0,0,70,3,5,small town
236007,0,0,100,4,2,suburb
236014,0,0,50,7,7,city
236021,,,,3,4,
236045,0,0,100,2,5,rural
236076,0,0,85,3,4,rural
236083,0,0,70,4,6,suburb
236090,0,0,50,6,6,suburb
236106,0,1,70,4,6,suburb
236113,0,1,60,1,7,suburb
236120,0,0,85,7,3,suburb
236144,0,0,80,6,4,rural
236151,,,,7,2,
236168,,,,6,6,
236175,0,1,85,8,6,small town
236205,0,1,50,4,6,small town
236212,0,0,70,3,6,city
236229,0,0,85,6,4,suburb
236236,0,1,100,2,5,small town
236250,0,0,100,1,4,rural
236274,0,0,95,6,2,city
236281,0,0,60,7,3,suburb
236298,0,0,50,2,7,suburb
236304,0,0,85,2,,rural
236311,0,1,70,8,5,rural
236328,0,0,100,5,6,small town
236342,0,0,100,,6,small town
236359,0,0,100,1,6,small town
236366,0,0,100,3,2,small town
236373,0,0,90,6,5,suburb
236380,0,1,90,7,5,rural
236397,0,0,95,8,4,city
236403,,,,7,2,
236427,0,1,100,2,,small town
236434,0,0,85,6,4,city
236458,0,0,75,3,5,city
236465,,,,3,2,
300038,0,1,100,2,5,city
300076,,,,3,4,
300083,0,1,50,6,7,rural
300106,0,0,85,3,5,city
300113,0,0,70,3,1,suburb
300137,0,0,85,6,3,city
300144,0,0,50,2,4,rural
300168,0,0,90,6,2,suburb
300212,0,0,50,2,,small town
300229,0,1,85,6,4,rural
300281,0,0,85,6,3,city
300298,0,1,100,6,3,city
300311,0,0,85,7,4,suburb
300373,0,0,85,6,6,suburb
300397,0,1,100,6,3,city
300403,0,0,60,5,5,suburb
300458,0,0,60,2,5,suburb
300502,0,0,85,3,6,small town
300526,0,1,50,3,5,city
300533,0,0,85,7,4,city
300540,0,0,100,1,,small town
300618,,,,7,,
300632,0,1,100,6,4,small town
300656,0,0,85,3,4,rural
300663,0,1,70,3,6,rural
300687,0,0,60,6,,city
300717,0,0,50,1,,city
300731,0,1,50,3,7,rural
300755,0,0,100,3,,small town
300823,,,,6,6,
300847,0,0,70,4,6,city
300861,0,1,85,2,3,small town
300892,0,1,100,2,4,small town
300908,0,1,100,,1,city
300915,0,0,85,6,2,suburb
300946,0,0,50,5,3,city
300960,0,0,88,6,2,small town
301000,0,0,50,3,6,city
301017,,,,2,5,
301024,,,100,2,6,small town
301086,0,0,100,5,5,suburb
301093,0,0,5,1,,city
301130,0,0,100,6,4,small town
301147,0,0,100,,3,suburb
301192,0,1,85,4,,rural
301215,0,0,100,3,1,small town
301253,0,0,90,3,,suburb
301284,0,0,50,3,,city
301307,0,0,100,4,,city
301321,0,0,85,,4,city
301369,0,0,85,7,6,rural
301376,0,1,100,3,2,city
301413,0,0,95,6,1,city
301451,0,0,85,2,6,small town
301475,0,0,70,,6,small town
301581,0,1,100,2,,rural
301604,0,1,85,7,6,rural
301611,0,0,90,8,2,city
301659,0,0,100,6,4,suburb
301666,,,,7,4,
301680,0,0,100,7,2,city
301697,,,,5,6,
301710,0,0,100,6,1,city
301741,,,,4,4,
301758,0,0,90,7,2,suburb
301802,0,0,100,7,2,suburb
301833,0,1,80,6,4,city
301840,,,,2,2,
301895,,,,4,4,
301918,0,0,60,4,4,small town
301987,0,1,100,6,2,rural
302003,0,0,100,7,3,city
302027,,,,7,2,
302041,0,0,85,4,,suburb
302140,0,0,85,6,4,suburb
302157,,,,6,6,
302225,0,0,90,7,3,city
302270,0,0,50,2,,suburb
302317,0,0,85,7,1,city
302324,0,0,50,2,,suburb
302386,0,0,100,7,,suburb
302416,0,1,20,7,7,small town
302430,0,1,50,4,4,suburb
302454,0,1,85,4,5,suburb
302515,0,0,100,5,7,small town
302522,0,0,75,2,,city
302539,0,1,60,7,7,rural
302546,,,,2,6,
302607,0,0,50,6,6,small town
302669,0,0,100,6,4,city
302676,0,0,85,2,3,small town
302690,0,1,70,4,4,suburb
302706,0,0,85,2,4,small town
302799,,,,2,5,
302812,0,1,85,2,,rural
302829,0,0,60,2,6,small town
302850,0,0,70,8,5,suburb
302867,0,1,60,2,6,rural
302898,0,0,90,6,6,city
302904,0,1,50,6,6,rural
302911,,,,2,7,
302928,0,0,80,4,3,small town
302973,0,0,100,6,3,suburb
303013,0,0,100,7,2,city
303037,0,0,85,2,4,suburb
303051,0,0,50,2,4,small town
303136,0,0,70,2,,rural
303242,0,0,85,3,6,suburb
303303,0,0,100,8,2,city
303310,0,0,100,5,4,city
303327,0,0,100,1,,city
303365,,,,2,6,
303402,0,0,95,6,2,small town
303426,0,0,95,3,3,suburb
303457,0,0,100,3,,small town
303532,0,0,100,7,1,suburb
303563,0,0,70,2,,small town
303624,0,0,100,2,3,city
303679,,,,2,6,
303693,0,0,80,3,4,rural
303747,0,0,85,5,4,suburb
303792,0,1,85,2,6,rural
303808,0,0,55,2,4,city
303815,0,0,100,8,4,small town
303822,0,1,85,6,6,small town
303853,0,0,100,6,4,city
303877,0,0,90,7,2,city
303884,0,0,70,4,4,city
303891,0,0,60,6,4,suburb
303907,0,0,100,6,1,city
303952,0,1,85,3,4,city
303976,0,0,85,7,6,suburb
304009,0,0,90,4,2,small town
304054,0,1,100,3,3,small town
304078,,,,6,4,
304092,0,0,100,5,2,rural
304153,0,0,85,3,4,suburb
304184,0,0,70,3,6,city
304214,0,1,50,2,5,suburb
304238,0,0,100,6,4,suburb
304269,0,0,70,7,2,city
304276,0,0,50,7,7,suburb
304290,0,0,70,3,7,rural
304306,0,0,85,5,5,city
304382,0,0,85,2,2,small town
304412,0,0,85,3,4,small town
304436,0,0,100,3,4,suburb
304504,0,0,90,8,1,city
304559,0,1,60,2,4,city
304603,0,1,70,2,6,small town
304658,0,1,100,1,4,suburb
304665,,,,6,2,
304719,0,0,100,5,2,suburb
304740,0,0,90,6,3,city
304757,0,0,50,2,,rural
304795,0,0,85,2,5,small town
304801,,,,2,6,
304825,0,0,60,3,4,small town
304832,0,0,0,,,suburb
304863,0,0,85,2,4,city
304887,0,0,100,6,1,city
304900,0,0,85,7,4,city
304931,0,0,85,6,4,suburb
304979,0,0,90,2,2,suburb
304986,0,1,100,,2,suburb
305040,0,0,100,3,4,city
305057,0,1,85,3,3,city
305071,0,0,,,,rural
305095,0,0,50,5,5,suburb
305149,0,0,90,6,2,suburb
305187,0,1,40,2,7,city
305217,0,0,100,3,,city
305231,0,0,85,3,4,city
305293,1,1,85,8,4,small town
305330,0,1,100,8,6,small town
305347,0,1,85,4,6,rural
305378,0,0,100,6,2,suburb
305385,0,0,100,6,1,city
305446,0,1,60,6,5,small town
305460,0,0,100,7,3,small town
305491,0,0,70,3,3,small town
305521,0,0,70,2,5,small town
305545,0,0,50,3,,city
305613,0,0,100,1,5,suburb
305637,,,,6,3,
305644,0,0,90,6,5,suburb
305651,0,0,100,8,2,city
305668,0,0,50,1,6,rural
305712,0,0,60,6,6,rural
305729,0,1,60,6,3,suburb
305767,0,0,85,7,2,suburb
305774,0,1,85,3,4,suburb
305798,,,,2,1,
305804,0,0,100,1,4,city
305897,,,,5,6,
305927,0,0,85,5,,small town
305934,0,0,60,3,6,small town
305972,0,1,50,6,7,suburb
305996,0,0,50,4,3,city
306067,0,0,70,6,,suburb
306142,0,0,85,6,,city
306159,0,0,80,7,5,small town
306203,0,0,85,7,2,suburb
306210,,,,,,
306272,,,50,5,,city
306302,0,0,100,2,4,rural
306357,0,0,70,6,5,rural
306395,0,0,100,6,2,city
306418,0,0,100,2,4,small town
306456,0,0,85,6,4,small town
306548,0,0,90,8,4,suburb
306562,0,0,50,1,4,city
306586,0,0,100,6,3,city
306647,0,1,60,2,4,small town
306685,,,,6,3,
306777,0,0,100,8,1,suburb
306791,0,1,60,3,2,rural
306852,0,0,70,6,3,city
306869,0,0,85,3,6,small town
306883,0,0,85,6,4,suburb
306975,0,0,85,6,6,city
306982,0,0,100,8,2,city
306999,0,1,100,3,4,small town
307015,0,1,70,5,5,suburb
307039,0,0,100,3,4,suburb
307114,0,0,100,7,4,suburb
307121,0,0,100,7,2,suburb
307169,0,0,85,6,3,small town
307176,0,0,90,2,5,suburb
307190,0,0,85,3,,city
307206,0,0,100,7,3,city
307213,0,0,50,4,5,rural
307237,0,0,100,7,1,suburb
307251,0,0,75,3,,suburb
307268,0,0,90,7,6,suburb
307275,0,0,50,4,6,small town
307282,,,,6,1,
307305,0,0,85,7,3,suburb
307336,0,0,50,7,3,suburb
307404,0,1,90,7,2,small town
307435,0,0,85,6,4,suburb
307466,0,0,85,,6,city
307510,0,0,100,3,,suburb
307534,0,0,90,8,,city
307589,,,,3,6,
307602,0,0,85,6,,suburb
307626,0,0,100,3,4,suburb
307640,0,0,70,6,3,small town
307718,0,0,70,6,,suburb
307725,0,0,60,3,5,small town
307800,0,0,100,3,2,suburb
307817,0,0,60,3,6,small town
307824,0,0,86,3,4,city
307831,0,0,70,7,6,small town
307923,0,0,100,6,4,suburb
307930,0,0,40,2,7,city
307947,1,0,50,7,6,suburb
307978,0,0,85,2,5,suburb
308001,,,,3,4,
308018,0,1,85,3,4,rural
308049,0,1,50,6,7,small town
308070,0,1,100,8,6,city
308087,0,0,85,8,4,city
308094,,,,3,2,
308124,,,,7,7,
308131,0,0,100,3,2,suburb
308162,0,0,85,6,6,small town
308209,0,0,60,6,6,city
308216,0,0,100,7,6,suburb
308285,0,0,100,2,2,suburb
308308,0,0,60,3,6,suburb
308360,,,,3,,
308391,0,1,60,6,3,city
308407,0,1,100,4,,city
308414,0,1,85,6,6,suburb
308476,,,,3,4,
308513,0,0,50,1,4,rural
308520,0,0,85,6,2,suburb
308537,0,1,85,6,5,suburb
308643,,,100,5,,small town
308667,0,0,100,7,5,city
308704,0,1,100,3,2,small town
308711,0,0,85,3,2,city
308735,0,0,85,6,3,city
308742,0,0,50,2,,suburb
308773,0,1,50,,6,city
308780,0,0,100,7,3,city
308797,0,0,85,7,2,suburb
308810,0,0,97,7,2,suburb
308827,1,0,100,7,,city
308865,0,0,100,6,3,city
308889,0,0,100,7,3,small town
308896,,,,6,4,
308926,0,0,85,6,4,city
308933,,,,1,3,
308957,0,0,85,3,3,suburb
308971,,,,6,5,
308988,0,0,100,6,4,suburb
309004,0,0,85,7,1,city
309011,0,0,100,3,4,rural
309028,0,0,85,3,3,suburb
309080,0,1,100,5,6,city
309097,0,0,100,8,,small town
309134,,,,3,,
309141,0,1,85,2,4,suburb
309158,0,1,100,5,4,suburb
309189,0,0,100,4,,city
309202,0,1,70,4,7,small town
309318,0,0,,8,4,suburb
309325,0,0,100,7,1,city
309349,0,1,60,3,4,suburb
309370,0,0,85,7,4,city
309400,0,0,100,3,2,suburb
309431,,,70,3,4,
309486,0,0,85,2,,rural
309516,,,,2,6,
309608,0,0,50,6,5,rural
309653,0,0,85,2,4,small town
309660,0,1,100,7,6,small town
309677,0,0,50,7,4,small town
309684,0,0,85,6,1,city
309769,,,,7,2,
309851,0,0,100,3,2,rural
309868,,,,2,5,
309882,0,0,100,2,,small town
309899,0,0,85,3,1,rural
309943,0,1,50,2,6,rural
309967,0,0,50,2,5,suburb
310028,0,0,90,7,2,city
310066,0,0,70,3,3,city
310097,0,0,70,8,4,suburb
310103,0,1,60,3,6,small town
310110,0,0,50,2,6,small town
310196,0,0,80,6,5,city
310240,0,0,40,3,4,city
310271,0,0,85,3,3,suburb
310288,,,,6,6,
310295,0,0,50,6,,city
310318,,,,5,3,
310332,,,,7,3,
310394,0,0,100,6,2,small town
310417,0,0,50,3,4,suburb
310424,0,0,100,2,,rural
310462,0,1,60,6,5,city
310486,0,0,60,3,6,small town
310516,0,1,85,7,6,rural
310547,0,0,95,7,1,city
310554,,,60,6,5,
310592,0,0,85,4,3,small town
310639,0,1,85,7,3,suburb
310646,0,0,85,6,4,suburb
310677,0,1,90,6,6,small town
310684,0,0,100,6,4,suburb
310776,0,1,85,3,3,suburb
310806,0,0,80,3,3,city
310813,0,0,0,3,1,rural
310868,0,0,60,7,6,city
310899,0,0,85,8,2,small town
310936,0,0,100,2,3,suburb
310950,0,0,85,7,,small town
311007,0,0,85,2,,city
311014,0,0,70,8,3,city
311052,0,0,100,3,2,rural
311083,0,0,50,3,4,suburb
311175,,,,6,4,
311199,0,0,85,7,2,suburb
311212,0,0,9,1,1,rural
311229,0,0,100,3,4,city
311250,0,1,100,6,3,suburb
311304,0,1,100,4,,rural
311311,0,0,100,2,4,city
311335,0,1,100,7,5,suburb
311359,0,0,50,6,6,rural
311373,0,1,50,6,6,small town
311397,,,,6,3,
311403,0,1,65,3,6,city
311427,,,,6,4,
311434,,,,4,,
311458,,,,6,4,
311496,,,,3,,
311502,,,,3,7,
311519,0,1,70,7,7,rural
311540,0,0,85,7,5,suburb
311557,0,0,15,1,,small town
311571,0,0,85,3,5,rural
311595,0,0,50,,,city
311601,0,0,85,6,3,city
311618,0,1,60,2,6,rural
311649,0,0,100,5,2,city
311663,,,,7,4,
311670,0,0,85,6,4,suburb
311694,0,0,70,3,2,city
311762,0,0,100,6,6,city
311809,0,0,100,3,4,city
311847,0,0,100,3,4,city
311885,0,1,60,3,7,rural
311908,0,0,90,7,1,rural
311915,0,1,70,2,,rural
311922,0,0,70,6,6,city
312017,0,0,100,7,4,city
312024,0,0,85,6,2,city
312079,0,1,100,2,4,rural
312109,0,1,60,5,6,suburb
312123,,,,3,4,
312130,,,,,5,
312147,0,0,100,3,2,suburb
312154,,,,2,5,
312208,0,0,100,3,2,city
312246,0,1,50,2,4,suburb
312277,0,0,50,4,1,small town
312291,0,0,85,2,,city
312321,0,0,100,3,4,suburb
312345,0,0,70,6,4,small town
312369,0,1,85,3,2,suburb
312413,0,0,85,3,2,city
312444,0,0,85,2,,city
312451,0,1,70,3,5,rural
312475,0,1,90,5,4,city
312574,0,1,50,4,6,small town
312581,0,0,70,2,7,rural
312598,0,0,100,2,4,small town
312604,0,0,60,6,4,city
312611,0,0,90,5,3,suburb
312628,,,,3,3,
312659,0,0,85,8,4,suburb
312680,0,0,85,2,4,small town
312697,0,0,100,5,,small town
312703,0,1,15,6,6,suburb
312710,0,0,90,2,,suburb
312741,0,0,85,6,3,suburb
312758,0,0,70,8,2,city
312802,,,,3,2,
312826,0,0,50,2,4,city
312833,0,1,85,3,6,rural
312888,0,0,85,5,2,city
312895,0,0,100,3,,small town
312918,0,1,100,2,,suburb
312925,0,0,100,1,2,city
312956,0,0,100,4,4,small town
313003,0,0,85,1,4,rural
313034,0,0,100,7,2,small town
313089,0,1,80,3,6,suburb
313102,0,1,100,3,,small town
313157,0,0,85,7,2,suburb
313195,0,0,100,6,5,suburb
313218,0,0,50,2,4,city
313232,,,,7,3,
313263,0,0,100,7,1,small town
313270,0,1,100,6,3,suburb
313287,0,1,50,3,7,small town
313317,0,0,85,6,5,city
313348,0,1,85,6,4,city
313362,0,0,100,5,2,city
313485,0,1,75,6,7,rural
313515,0,0,100,3,1,city
313546,0,0,85,2,7,small town
313560,0,0,50,2,4,rural
313591,0,0,90,7,2,city
313614,0,0,50,3,4,city
313669,0,0,85,2,1,small town
313683,,,,6,2,
313744,0,1,70,6,4,small town
313751,0,0,85,8,4,suburb
313768,1,0,100,6,1,city
313812,0,1,50,2,2,rural
313850,0,1,30,7,6,rural
313867,0,0,70,6,2,city
313911,0,1,75,3,5,small town
313928,,,,5,3,
313966,0,0,85,6,3,small town
314006,0,0,100,6,1,city
314020,0,0,50,7,,suburb
314051,,,,7,3,
314112,,,,2,7,
314136,0,0,90,5,5,small town
314174,0,0,100,2,4,suburb
314198,0,0,50,2,,small town
314228,0,0,100,4,4,suburb
314235,,,,3,4,
314266,0,0,100,7,3,suburb
314273,0,0,50,3,4,city
314297,0,0,100,3,2,suburb
314327,0,0,85,,4,city
314372,0,0,100,4,6,small town
314402,0,0,100,7,2,suburb
314419,0,0,60,4,6,rural
314433,0,0,100,3,2,city
314440,0,1,100,3,5,small town
314471,0,0,100,7,1,city
314518,0,1,100,5,5,small town
314532,0,1,70,4,6,small town
314549,0,0,50,7,1,city
314556,0,0,75,3,3,rural
314587,0,0,60,2,6,small town
314594,0,0,70,4,4,city
314617,0,1,95,6,2,city
314631,0,1,85,2,4,rural
314679,0,0,100,7,1,city
314693,0,0,,3,4,rural
314716,0,1,75,7,6,suburb
314754,0,1,90,3,6,small town
314785,,,,7,6,
314792,0,0,70,3,6,city
314822,0,0,85,6,1,city
314884,0,0,70,2,5,suburb
314891,0,0,100,6,3,city
314945,0,0,85,4,6,suburb
314969,0,1,90,2,6,rural
315054,0,0,50,6,6,small town
315092,0,1,85,4,5,small town
315115,0,0,50,2,6,small town
315139,,,,6,1,
315146,0,1,40,4,6,city
315207,,,,4,4,
315245,0,1,70,6,4,rural
315276,0,0,85,5,,suburb
315351,0,0,100,7,4,suburb
315399,0,1,75,7,,city
315429,0,0,50,3,,city
315436,0,1,50,3,4,suburb
315481,0,0,90,8,3,city
315504,0,0,50,6,5,small town
315511,0,0,100,6,4,suburb
315528,0,0,100,1,4,city
315535,0,1,60,6,5,rural
315559,0,1,60,3,4,city
315597,,,,8,4,
315603,0,0,60,7,1,suburb
315610,0,0,85,6,5,suburb
315641,0,0,100,4,,small town
315696,0,0,70,3,2,suburb
315757,0,0,95,7,6,city
315764,0,0,85,8,4,suburb
315788,0,1,85,2,6,small town
315801,0,1,70,5,6,city
315870,0,0,100,3,2,city
315887,0,0,100,6,2,city
315917,0,0,100,3,4,small town
315924,0,0,85,2,3,suburb
315955,0,0,40,2,,suburb
315993,0,0,85,6,2,suburb
316002,0,1,100,4,5,rural
316019,0,0,86,,3,rural
316040,0,0,40,2,4,small town
316064,0,0,90,8,4,city
316071,0,0,50,2,4,rural
316088,0,0,50,1,,rural
316095,0,0,100,8,5,suburb
316187,0,1,40,1,,small town
316224,0,0,100,3,,suburb
316248,0,0,85,3,4,city
316255,0,0,70,3,4,city
316262,0,0,70,6,7,city
316286,0,0,85,7,4,small town
316316,,,,1,,
316330,0,0,70,6,2,small town
316354,0,0,100,7,2,city
316392,0,0,100,6,2,city
316446,0,0,40,2,,city
316453,0,1,60,3,,small town
316460,0,0,100,4,2,small town
316477,0,0,100,2,,city
316507,0,0,80,6,2,city
316521,0,1,85,2,4,small town
316576,0,0,90,8,1,rural
316590,0,0,100,4,3,city
316644,0,0,60,1,,city
316682,0,0,60,6,2,small town
316699,0,0,85,4,6,small town
316705,0,0,70,3,,small town
316729,0,0,85,7,4,city
316736,0,0,100,7,2,city
316750,0,0,85,6,2,small town
316767,0,0,60,4,2,suburb
316774,0,0,100,5,3,rural
316828,0,0,100,6,2,city
316835,0,0,89,2,3,small town
316873,0,0,70,6,6,city
316880,0,1,100,1,4,small town
316897,0,1,70,2,4,small town
316903,0,0,70,6,,city
316927,,,,6,6,
316958,0,1,50,2,7,small town
316989,0,0,75,6,2,small town
317012,0,0,100,7,2,suburb
317029,0,0,,3,4,city
317036,0,0,86,3,,suburb
317043,0,0,60,6,4,small town
317128,0,0,85,2,,city
317166,0,0,100,6,2,suburb
317197,0,1,60,6,6,city
317227,0,0,100,7,6,small town
317234,0,1,90,4,4,city
317357,0,0,100,6,4,city
317371,0,0,50,4,6,rural
317418,0,0,85,8,4,suburb
317449,0,1,100,4,3,suburb
317463,,,,2,,
317470,0,1,85,4,5,small town
317555,0,0,100,7,3,suburb
317586,0,1,80,6,2,suburb
317630,0,0,70,2,4,small town
317685,,,,3,2,
317692,0,1,85,6,7,suburb
317708,0,1,70,3,,city
317715,0,0,99,7,4,suburb
317739,,,,7,5,
317777,,,,6,6,
317821,0,0,60,4,7,rural
317845,0,0,100,6,3,city
317869,0,0,75,8,6,city
317890,0,0,50,5,5,city
317906,0,1,100,4,,rural
317944,,,,2,,
317951,,,,6,3,
317968,0,1,60,6,6,small town
318039,,,,7,,
318053,0,1,85,3,5,rural
318121,0,1,70,7,5,small town
318138,0,1,85,6,5,small town
318145,0,0,85,2,4,small town
318169,0,0,50,3,,city
318206,0,0,100,6,2,suburb
318275,0,0,99,8,3,suburb
318299,0,1,50,3,4,suburb
318329,0,1,70,2,,city
318336,0,0,70,6,2,small town
318343,0,0,85,7,3,small town
318497,,,,3,5,
318503,0,0,85,6,4,suburb
318527,0,0,100,7,2,suburb
318657,0,0,100,6,3,suburb
318688,0,1,95,,3,city
318718,0,0,50,2,4,small town
318756,0,0,85,3,2,city
318763,0,0,70,2,6,small town
318848,0,0,100,1,4,city
318855,0,1,50,1,5,small town
318862,0,0,85,3,,city
318909,0,1,100,3,,small town
318916,0,1,85,6,6,small town
318923,0,0,70,1,,city
318954,0,1,70,7,6,suburb
319001,0,0,100,2,,city
319025,0,0,70,8,2,suburb
319063,0,0,100,3,7,small town
319070,0,0,100,6,6,small town
319124,0,1,85,6,3,city
319131,0,0,70,6,2,city
319155,0,0,85,6,1,city
319193,0,1,85,3,5,suburb
319209,0,0,100,2,,city
319223,0,0,100,4,5,small town
319230,0,1,100,,2,suburb
319278,0,0,50,6,6,suburb
319315,0,0,85,3,7,rural
319322,0,1,85,6,3,suburb
319353,0,0,85,3,2,suburb
319391,0,0,85,7,1,suburb
319407,0,0,85,6,3,city
319421,0,0,50,2,,city
319438,0,1,60,4,7,rural
319445,0,0,60,6,6,small town
319452,0,0,80,6,2,suburb
319476,0,0,75,3,7,suburb
319483,0,0,100,3,,rural
319551,,,,2,,
319568,0,0,80,8,3,suburb
319575,0,0,100,3,4,suburb
319599,,,,6,4,
319605,0,0,50,1,4,city
319650,0,0,60,6,6,small town
319780,0,0,50,6,3,small town
319797,0,0,85,6,4,suburb
319858,0,1,100,6,3,small town
319865,0,1,90,6,6,small town
319896,,,,3,1,
319971,0,0,70,3,,city
319988,0,0,85,6,4,suburb
320001,,,,6,6,
320018,0,0,85,2,4,suburb
320056,0,0,100,6,2,rural
320087,,,,2,,
320124,0,0,100,2,4,suburb
320155,0,0,85,,6,rural
320162,0,0,85,7,6,city
320209,,,,5,4,
320261,0,1,60,5,4,rural
320278,0,0,100,8,5,suburb
320308,,,100,8,6,
320315,,,,2,,
320322,0,0,85,2,6,suburb
320353,0,0,85,6,6,suburb
320360,0,0,100,3,2,suburb
320407,,,,4,3,
320414,0,0,85,2,2,city
320469,0,0,100,7,2,suburb
320476,0,0,100,5,2,city
320490,,,,2,,
320506,0,0,50,1,,rural
320537,0,0,100,6,2,city
320544,0,0,85,3,5,small town
320575,0,0,40,6,6,city
320605,0,0,70,4,1,city
320612,0,0,70,7,4,suburb
320636,0,0,100,7,3,city
320643,0,0,40,6,5,suburb
320667,0,0,70,7,6,rural
320674,0,0,100,3,1,rural
320681,0,0,70,3,6,rural
320711,0,0,70,3,6,city
320735,0,0,85,3,7,rural
320742,,,,5,3,
320773,0,0,70,2,,city
320803,0,1,60,2,4,city
320810,0,1,60,,4,suburb
320865,0,0,100,6,3,small town
320896,,,,4,6,
320926,0,0,85,3,4,small town
320940,0,0,90,2,4,suburb
320995,0,1,40,6,,small town
321004,0,0,100,7,5,small town
321035,0,1,60,1,,city
321042,0,0,60,3,6,suburb
321066,0,1,50,6,4,city
321103,0,0,100,6,2,city
321134,0,1,85,2,4,city
321141,0,1,70,2,7,small town
321226,0,1,85,3,3,city
321271,,,,3,4,
321288,0,0,85,4,4,rural
321301,0,0,50,6,4,small town
321325,0,0,75,3,1,city
321332,0,0,100,6,,suburb
321356,0,1,50,6,6,rural
321394,,,,4,3,
321400,0,0,85,6,3,city
321424,,,,3,4,
321431,0,0,100,3,2,rural
321448,,,,6,6,
321462,0,1,80,3,5,small town
321493,0,0,100,6,4,suburb
321509,0,0,65,2,4,suburb
321516,0,0,100,7,3,suburb
321585,0,1,70,3,5,small town
321592,0,1,100,5,4,small town
321608,0,0,50,4,3,city
321622,0,0,100,6,6,city
321677,0,0,85,7,2,suburb
321691,0,0,85,3,4,city
321813,0,0,85,2,3,suburb
321820,0,0,85,8,5,suburb
321851,,,,2,4,
321868,0,1,85,5,4,small town
321905,0,1,50,5,6,suburb
321943,,,,3,,
321974,0,0,100,8,,city
322021,,,,6,,
322038,0,0,85,8,2,suburb
322083,,,50,,4,city
322137,0,0,85,2,6,small town
322182,0,0,100,7,,city
322199,0,0,50,3,5,suburb
322243,,,,6,4,
322267,0,1,60,5,4,small town
322274,0,0,100,6,7,suburb
322281,0,0,95,6,1,suburb
322328,0,0,50,1,4,small town
322335,0,0,50,2,,rural
322366,0,0,100,3,2,suburb
322380,0,0,40,2,,rural
322465,0,0,100,,5,suburb
322526,,,,,,
322533,0,0,50,6,6,suburb
322540,0,1,75,6,6,city
322564,,,,2,,
322632,0,0,85,4,4,small town
322649,0,1,99,7,4,rural
322656,0,0,100,6,6,suburb
322694,0,0,100,5,4,city
322700,0,0,85,2,4,small town
322755,0,0,100,7,2,city
322762,,,,2,1,
322786,0,0,100,8,2,suburb
322816,0,1,95,2,6,rural
322830,0,0,100,6,3,suburb
